Time	yVcScHv_BatteryVoltage_DOC	yVcScHv_DcLinkVoltage_DOC	yVcScHv_IsolationResistance_DOC	yVcScHv_CrashSignal_DOC	yVcScHv_DriveEnable_DOC	yVcScHv_ChargeEnable_DOC	yVcScHv_ContactorFeedback_DOC	yVcScHv_PrechargeFeedback_DOC	yVcScHv_Command_DOC	DVcScHv_InvalidChannels_D	yVcScHv_ElapsedPrecharge_DOC	yVcScHv_PrechargeRequest_DOC	yVcScHv_MainRequest_DOC
11.91	400	10	500000	0	1	0	1	0	1	0	0.4000000059604645	1	0
11.92	400	10	500000	0	1	0	1	0	1	0	0.4099999964237213	1	0
11.93	400	10	500000	0	1	0	1	0	1	0	0.41999998688697815	1	0
11.94	400	10	500000	0	1	0	1	0	1	0	0.4300000071525574	1	0
11.95	400	10	500000	0	1	0	1	0	1	0	0.4399999976158142	1	0
11.96	400	10	500000	0	1	0	1	0	1	0	0.44999998807907104	1	0
11.97	400	10	500000	0	1	0	1	0	1	0	0.46000000834465027	1	0
11.98	400	10	500000	0	1	0	1	0	1	0	0.4699999988079071	1	0
11.99	400	10	500000	0	1	0	1	0	1	0	0.47999998927116394	1	0
12.0	400	10	500000	0	1	0	1	0	1	0	0.49000000953674316	1	0
12.01	400	10	500000	0	1	0	1	0	3	0	0.5	0	0
12.02	400	395	500000	0	1	0	1	1	3	0	0.5	0	0
12.03	400	395	500000	0	1	0	1	1	3	0	0.5	0	0
12.04	400	395	500000	0	1	0	1	1	3	0	0.5	0	0
12.05	0	0	0	1	0	0	0	0	0	8	0	0	0
12.06	0	0	0	1	0	0	0	0	0	8	0	0	0
12.07	0	0	0	1	0	0	0	0	0	8	0	0	0
12.08	400	395	500000	0	0	0	1	1	0	0	0	0	0
12.09	400	395	500000	0	0	0	1	1	0	0	0	0	0
12.1	0	0	500000	0	1	0	1	1	1	0	0	1	0
12.11	0	0	500000	0	1	0	1	1	1	0	0.009999999776482582	1	0
12.12	0	0	500000	0	1	0	1	1	1	0	0.019999999552965164	1	0
12.13	0	0	500000	0	1	0	1	1	1	0	0.029999999329447746	1	0
12.14	0	0	500000	0	1	0	1	1	1	0	0.03999999910593033	1	0
12.15	0	0	500000	0	1	0	1	1	1	0	0.05000000074505806	1	0
12.16	0	0	500000	0	1	0	1	1	1	0	0.05999999865889549	1	0
12.17	0	0	500000	0	1	0	1	1	1	0	0.07000000029802322	1	0
12.18	0	0	500000	0	1	0	1	1	1	0	0.07999999821186066	1	0
12.19	0	0	500000	0	1	0	1	1	1	0	0.09000000357627869	1	0
12.2	0	0	500000	0	1	0	1	1	1	0	0.10000000149011612	1	0
12.21	0	0	500000	0	1	0	1	1	1	0	0.10999999940395355	1	0
12.22	0	0	500000	0	1	0	1	1	1	0	0.11999999731779099	1	0
12.23	0	0	500000	0	1	0	1	1	1	0	0.12999999523162842	1	0
12.24	0	0	500000	0	1	0	1	1	1	0	0.14000000059604645	1	0
12.25	0	0	500000	0	1	0	1	1	1	0	0.15000000596046448	1	0
12.26	0	0	500000	0	1	0	1	1	1	0	0.1599999964237213	1	0
12.27	0	0	500000	0	1	0	1	1	1	0	0.17000000178813934	1	0
12.28	0	0	500000	0	1	0	1	1	1	0	0.18000000715255737	1	0
12.29	0	0	500000	0	1	0	1	1	1	0	0.1899999976158142	1	0
12.3	0	0	500000	0	1	0	1	1	1	0	0.20000000298023224	1	0
12.31	0	0	500000	0	1	0	1	1	1	0	0.20999999344348907	1	0
12.32	0	0	500000	0	1	0	1	1	1	0	0.2199999988079071	1	0
12.33	0	0	500000	0	1	0	1	1	1	0	0.23000000417232513	1	0
12.34	0	0	500000	0	1	0	1	1	1	0	0.23999999463558197	1	0
12.35	0	0	500000	0	1	0	1	1	1	0	0.25	1	0
12.36	0	0	500000	0	1	0	1	1	1	0	0.25999999046325684	1	0
12.37	0	0	500000	0	1	0	1	1	1	0	0.27000001072883606	1	0
12.38	0	0	500000	0	1	0	1	1	1	0	0.2800000011920929	1	0
12.39	0	0	500000	0	1	0	1	1	1	0	0.28999999165534973	1	0
12.4	0	0	500000	0	1	0	1	1	1	0	0.30000001192092896	1	0
12.41	0	0	500000	0	1	0	1	1	1	0	0.3100000023841858	1	0
12.42	0	0	500000	0	1	0	1	1	1	0	0.3199999928474426	1	0
12.43	0	0	500000	0	1	0	1	1	1	0	0.33000001311302185	1	0
12.44	0	0	500000	0	1	0	1	1	1	0	0.3400000035762787	1	0
12.45	0	0	500000	0	1	0	1	1	1	0	0.3499999940395355	1	0
12.46	0	0	500000	0	1	0	1	1	1	0	0.36000001430511475	1	0
12.47	0	0	500000	0	1	0	1	1	1	0	0.3700000047683716	1	0
12.48	0	0	500000	0	1	0	1	1	1	0	0.3799999952316284	1	0
12.49	0	0	500000	0	1	0	1	1	1	0	0.38999998569488525	1	0
12.5	0	0	500000	0	1	0	1	1	1	0	0.4000000059604645	1	0
12.51	0	0	500000	0	1	0	1	1	1	0	0.4099999964237213	1	0
12.52	0	0	500000	0	1	0	1	1	1	0	0.41999998688697815	1	0
12.53	0	0	500000	0	1	0	1	1	1	0	0.4300000071525574	1	0
12.54	0	0	500000	0	1	0	1	1	1	0	0.4399999976158142	1	0
12.55	0	0	500000	0	1	0	1	1	1	0	0.44999998807907104	1	0
12.56	0	0	500000	0	1	0	1	1	1	0	0.46000000834465027	1	0
12.57	0	0	500000	0	1	0	1	1	1	0	0.4699999988079071	1	0
12.58	0	0	500000	0	1	0	1	1	1	0	0.47999998927116394	1	0
12.59	0	0	500000	0	1	0	1	1	1	0	0.49000000953674316	1	0
12.6	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.61	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.62	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.63	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.64	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.65	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.66	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.67	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.68	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
12.69	0	0	500000	0	1	0	1	1	3	0	0.5	0	0
